"EmployeeID";"OfficeID";"First_Name";"Last_Name";"Email";"ManagerID";"Hire_Date";"Department";"AddressID";"Salary"
"00000e0e-a328-40b5-acd7-ed85d14a5e93";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Lazar";"Scragg";"lscragg5@newyorker.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-09-02 09:45:40";"HR";"63f65bb7-0608-4174-abaa-23ab619511dd";"77098.21"
"005a3810-f371-42af-8d24-4275d928cbfd";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Griselda";"Grigoire";"ggrigoire4n@cloudflare.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-09-13 13:04:20";"Finance";"005a3810-f371-42af-8d24-4275d928cbfd";"35365.28"
"015a3810-f371-42af-8d24-4275d937cbzp";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Griselda";"Grigoire";"ggrigoire4n@cloudflare.com";"c8be0545-f49f-4d13-8167-c313bb0a9bd6";"2024-01-01 13:04:20";"Finance";"005a3810-f371-42af-8d24-4275d928cbfd";"105365.28"
"01e4796c-5209-4ba6-b5a3-47d8b659c6ef";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Izzy";"Kibbe";"ikibbe6o@bandcamp.com";"4ba288a9-3e46-4803-94c8-f6ddcc122bf5";"2024-04-15 05:46:53";"Sales";"8c23c2bc-5003-4ace-a452-440b6144635b";"146460.65"
"01e87fb1-e75a-46fc-99d2-1b861609adad";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Marget";"Stolberger";"mstolberger83@plala.or.jp";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-09-30 23:24:35";"HR";"93cd5807-0158-48d9-a783-7acb2174ea88";"91313.33"
"020293b9-8fb4-434c-91a1-e4d7d6cb11fd";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Helge";"Hinners";"hhinners13@vkontakte.ru";"4ba288a9-3e46-4803-94c8-f6ddcc122bf6";"2024-10-11 21:00:35";"Sales";"9d331121-5906-43e8-8526-f71b60dd91e6";"129717.55"
"0406a66d-1911-4938-9046-ba63cb1d5fd4";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Mar";"Rutty";"mrutty3p@sbwire.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-05-29 10:04:26";"HR";"0ce7274f-a58b-42ed-b585-bb75923e6aaa";"95872.31"
"04a296a0-e65b-48aa-94b1-d50879192b12";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Beilul";"Derrell";"bderrellz@twitter.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-03-18 13:03:12";"HR";"f8be93c6-241c-416a-98e2-d62ea6dc30fa";"112942.02"
"04c69d67-52e2-47d4-8d84-17edcd82e47a";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Tybalt";"Duddy";"tduddy1m@washingtonpost.com";"21b3daa8-899c-4120-adb5-a9da59e27215";"2024-03-15 12:09:03";"Marketing";"72779227-7141-4594-9321-24bdbfe0f165";"75537.6"
"04f97f6f-6c7d-4eac-adf5-d6704ba9d94d";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Valina";"Thomerson";"vthomerson6s@dell.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-09-13 13:04:20";"Finance";"dc4a0381-926d-4197-8a30-869e088e6c0e";"60365.28"
"0513b7b4-d8d2-45c1-b92a-b4f10ad85a75";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Richart";"Gadie";"rgadie7@sphinn.com";"4ba288a9-3e46-4803-94c8-f6ddcc122bf7";"2024-10-19 09:02:37";"Sales";"68d26e44-3b0c-4d88-87f7-955c6d3a2942";"133568.16"
"06326539-51d6-47ff-84e1-db6c00dfc386";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Fara";"Redholls";"fredholls60@usa.gov";"21b3daa8-899c-4120-adb5-a9da59e27216";"2024-10-14 17:23:17";"Marketing";"95d9f59b-6c01-4b95-a198-848dd9974c52";"44529.09"
"0635a472-389c-43a8-af90-b3c44db8d9dc";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Alfie";"Cullimore";"acullimore1z@discuz.net";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-11-20 09:17:50";"HR";"5971c19b-3edc-4ff6-9264-a91de83b7b04";"106305.19"
"0703e55d-756c-45e7-ac0f-f22f37973d1c";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Mario";"Bryer";"mbryer4v@usa.gov";"4ba288a9-3e46-4803-94c8-f6ddcc122bf8";"2024-08-01 17:48:27";"Sales";"56c09335-ad9c-4d1c-8c04-0b477e6d7dc2";"126511.05"
"0755bdfa-8b03-40c4-ba91-ee96cfd5accc";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Elita";"Stiger";"estiger5s@blogs.com";"21b3daa8-899c-4120-adb5-a9da59e27217";"2024-11-12 16:16:40";"Marketing";"29a64c27-1f3d-403c-9df4-26e6e5b5f5cb";"111676.27"
"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Darcie";"De la croix";"ddelacroix7q@taobao.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-04-19 14:12:46";"HR";"58f878c6-52be-474d-b897-d622b5a1f99c";"142141.75"
"0a6cadc8-973a-4233-9550-82ff0dd5df7e";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Wakefield";"Ambrogio";"wambrogio7r@creativecommons.org";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-11-11 01:01:01";"Finance";"0339dc55-d85c-4540-816f-b54c11c749fe";"67652.35"
"0c52f398-b52e-469e-ac6a-1985ca367ab5";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Nicolais";"Vittori";"nvittoria@oracle.com";"4ba288a9-3e46-4803-94c8-f6ddcc122bf9";"2024-08-18 12:52:08";"Sales";"cf3b3180-f143-414a-9ab6-d8fc6ddb14eb";"57510.28"
"0d48b00d-2524-4309-8afe-f9bde6dd1612";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Sharline";"Cockrell";"scockrellt@clickbank.net";"21b3daa8-899c-4120-adb5-a9da59e27218";"2024-05-26 20:16:42";"Marketing";"86a3fe57-bd70-4add-83fe-9a4615a1f68b";"90388.58"
"0e987088-7051-4c16-ae43-82c76e4356e0";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Lorena";"Tym";"ltymf@wikia.com";"21b3daa8-899c-4120-adb5-a9da59e27219";"2024-03-02 13:37:50";"Marketing";"d9cfc50b-1f5b-42a1-9796-6d3a897da00c";"98408.26"
"0fe7b5e9-5166-448f-8714-b36998198a65";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Aldwin";"Aberdein";"aaberdein2k@nih.gov";"21b3daa8-899c-4120-adb5-a9da59e27220";"2024-06-22 07:51:38";"Marketing";"6215de96-b57f-42cf-b763-ca613082f5fb";"97330.87"
"1182b7fe-78c5-475f-a911-1a9e11d57b6a";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Parke";"Raoult";"praoult4k@list-manage.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-08-19 09:32:41";"HR";"61618ed4-d796-4995-8bf9-d6680d901cf0";"99291.1"
"12d0985a-71c6-40d8-86d4-f5748c8218b2";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Lonny";"Wooller";"lwooller1i@netscape.com";"005a3810-f371-42af-8d24-4275d928cbfd";"2024-12-10 20:25:40";"Finance";"6d61a8ea-2b39-4a9d-82e6-544a7d068c7e";"127753.16"
"15d83878-2a0d-4554-bebd-2693f21c193c";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Karina";"Jewar";"kjewar35@omniture.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-01-27 22:52:13";"HR";"22445c51-1f3f-4d81-808d-4adde914ecf8";"109348.38"
"1960dc98-4c00-4650-b89a-74f944a95f41";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Callie";"Harden";"charden40@github.com";"21b3daa8-899c-4120-adb5-a9da59e27221";"2024-04-27 22:27:28";"Marketing";"f8066cb8-0cf4-4082-8f9d-a9a2b0173acc";"87733.53"
"1a983144-abae-4582-8b53-6ce23ce204a2";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Yevette";"D'Elia";"ydelia44@walmart.com";"21b3daa8-899c-4120-adb5-a9da59e27222";"2024-01-23 23:59:30";"Marketing";"f140ae0c-d18d-40f4-82ec-d76e89c5bf48";"91273.47"
"1bcd4ca6-a2ba-4ffe-a051-8e320214e4e9";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Kelwin";"Blaymires";"kblaymires5n@mediafire.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-08-06 05:46:41";"HR";"3ff7362c-ba26-4e96-bff4-bf88f2a8f47c";"136302.81"
"1e5b8760-1cb8-40b4-a9d6-3d0425c050cf";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Dyanna";"Trematick";"dtrematick64@stanford.edu";"30629676-56c4-4acc-aae0-962b49fbbd46";"2024-10-15 23:52:39";"IT";"90b38aaf-368b-479c-8d73-cbbc2a769543";"135297.25"
"1f8d98f6-6fe0-4052-abc0-0dda03ff4c0b";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Eliot";"Matskevich";"ematskevich34@ow.ly";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-12-11 00:46:23";"HR";"56d79190-c9bf-4c03-9ce0-d71e0994784a";"47352.86"
"20307601-9b6a-4818-b66f-e0e0b91a028e";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Vaclav";"Poluzzi";"vpoluzzi52@webmd.com";"09d8bb95-97a2-4d69-be58-a5dccbac7dcf";"2024-02-29 22:16:53";"HR";"8b681512-a3ba-46df-bfbc-5f9a02db8f9f";"46102.66"
"21b3daa8-899c-4120-adb5-a9da59e27215";"cdc25830-2d86-4b0f-9032-9d14b12eb13f";"Tommie";"Fernandez";"tfernandez1@i2i.jp";"21b3daa8-899c-4120-adb5-a9da59e27223";"2024-12-21 18:16:53";"Marketing";"194a5623-adf3-458e-be4f-aa7b9e959d1b";"110182.76"
